nx_date,nt_trade_date,nt_accounting_date,nt_fund_code,nt_security_description,nt_security_currency,nt_gti_code,nt_quotation_name,nt_issuer_country_name,nt_bloomberg_code,nt_transaction_quantity,nt_transaction_price
2/22/2024,2/22/2024 0:00:00,"Thursday, February 22",NGT6144,FORTIVE CORP,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),FTV UN,326106,0.24
2/22/2024,2/22/2024 0:00:00,"Thursday, February 22",NGT6144,STERIS PLC,USD,S01,N.Y.S.E.,IRELAND,STE UN,83283,1.56
2/23/2024,2/22/2024 0:00:00,"Friday, February 23",NGT6144,FISERV INC,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),FI UN,468,450.33
2/27/2024,2/26/2024 0:00:00,"Tuesday, February 27",NGT6144,BANK OF NOVA SCOTIA,CAD,S01,TSX Toronto Stock Exchange,CANADA,BNS CT,2103,191.61
2/23/2024,2/22/2024 0:00:00,"Friday, February 23",NGT6144,LOREAL,EUR,S01,EURONEXT PARIS,FRANCE,OR FP,168,1353.45
2/22/2024,1/12/2024 0:00:00,"Thursday, February 22",NGT6144,PNC FINANCIAL SERVICES GROUP,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),PNC UN,7836,446.76
2/27/2024,2/26/2024 0:00:00,"Tuesday, February 27",NGT6144,FUJITSU LIMITED,JPY,S01,TOKYO,JAPAN,6702 JT,300,68700
2/1/2024,1/31/2024 0:00:00,"Thursday, February 1",NGT6144,WELLTOWER INC,USD,S62,N.Y.S.E.,UNITED-STATES (U.S.A.),WELL UN,4968,259.53
2/12/2024,2/9/2024 0:00:00,"Monday, February 12",NGT6144,MARKETAXESS HOLDINGS INC,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),UNITED-STATES (U.S.A.),MKTX UQ,786,669.96
2/12/2024,2/9/2024 0:00:00,"Monday, February 12",NGT6144,NITTO DENKO CORP,JPY,S01,TOKYO,JAPAN,6988 JT,3600,38985
2/7/2024,2/7/2024 0:00:00,"Wednesday, February 7",NGT6144,AMERICAN WATER WORKS CO INC,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),AWK UN,229704,2.1225
2/15/2024,2/14/2024 0:00:00,"Thursday, February 15",NGT6144,HENRY SCHEIN INC,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),UNITED-STATES (U.S.A.),HSIC UW,2154,221.04
2/12/2024,2/9/2024 0:00:00,"Monday, February 12",NGT6144,SCHNEIDER ELECTRIC SE,EUR,S01,EURONEXT PARIS,FRANCE,SU FP,3579,587.88
1/24/2024,1/23/2024 0:00:00,"Wednesday, January 24",NGT6144,EUROFINS SCIENTIFIC,EUR,S01,EURONEXT PARIS,LUXEMBOURG,ERF FP,1107,167.04
2/15/2024,2/14/2024 0:00:00,"Thursday, February 15",NGT6144,EXELON CORP,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),UNITED-STATES (U.S.A.),EXC UW,6900,102.36
1/30/2024,1/29/2024 0:00:00,"Tuesday, January 30",NGT6144,AECOM,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),ACM UN,4848,268.86
2/27/2024,2/26/2024 0:00:00,"Tuesday, February 27",NGT6144,AXA SA,EUR,S01,EURONEXT PARIS,FRANCE,CS FP,3324,97.125
2/15/2024,2/14/2024 0:00:00,"Thursday, February 15",NGT6144,OPEN TEXT CORP,CAD,S01,TSX Toronto Stock Exchange,CANADA,OTEX CT,3915,163.68
2/2/2024,2/1/2024 0:00:00,"Friday, February 2",NGT6144,INTERPUBLIC GROUP OF COS INC,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),IPG UN,13149,99.6
1/19/2024,1/18/2024 0:00:00,"Friday, January 19",NGT6144,CME GROUP INC,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),UNITED-STATES (U.S.A.),CME UW,297,608.7
2/12/2024,2/9/2024 0:00:00,"Monday, February 12",NGT6144,ALLEGION PLC,USD,S01,N.Y.S.E.,IRELAND,ALLE UN,2655,395.73
2/12/2024,2/9/2024 0:00:00,"Monday, February 12",NGT6144,MOODYS CORP,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),MCO UN,1398,1215.51
2/22/2024,2/21/2024 0:00:00,"Thursday, February 22",NGT6144,YAMAHA CORP,JPY,S01,TOKYO,JAPAN,7951 JT,17700,9537
1/30/2024,1/30/2024 0:00:00,"Tuesday, January 30",NGT6144,QIAGEN N.V.,EUR,S01,XETRA FRANKFURT,NETHERLANDS,QIA GY,-7459.11,122.31
2/27/2024,2/26/2024 0:00:00,"Tuesday, February 27",NGT6144,DAVITA INC,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),DVA UN,519,374.88
2/19/2024,1/30/2024 0:00:00,"Monday, February 19",NGT6144,QIAGEN N.V.,EUR,S01,XETRA FRANKFURT,NETHERLANDS,QIA GY,241176,126.089136
2/15/2024,2/14/2024 0:00:00,"Thursday, February 15",NGT6144,PENTAIR PLC,USD,S01,N.Y.S.E.,GREAT-BRITAIN,PNR UN,2724,224.94
2/15/2024,2/14/2024 0:00:00,"Thursday, February 15",NGT6144,AGNICO EAGLE MINES LTD,CAD,S01,TSX Toronto Stock Exchange,CANADA,AEM CT,3663,184.02
2/12/2024,2/9/2024 0:00:00,"Monday, February 12",NGT6144,DHL GROUP,EUR,S01,XETRA FRANKFURT,GERMANY,DHL GY,3672,127.08
2/28/2024,2/28/2024 0:00:00,"Wednesday, February 28",NGT6144,CAN APARTMENT PROP REAL ESTA,CAD,S62,TSX Toronto Stock Exchange,CANADA,CAR-U CT,106776,0.36249
2/22/2024,2/21/2024 0:00:00,"Thursday, February 22",NGT6144,TELE2 AB-B SHS,SEK,S01,STOCKHOLM,SWEDEN,TEL2B SS,36600,250.26
2/12/2024,2/9/2024 0:00:00,"Monday, February 12",NGT6144,BANK OF NEW YORK MELLON CORP,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),BK UN,12123,165.66
2/27/2024,2/26/2024 0:00:00,"Tuesday, February 27",NGT6144,FASTENAL CO,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),UNITED-STATES (U.S.A.),FAST UW,2361,219
1/24/2024,1/23/2024 0:00:00,"Wednesday, January 24",NGT6144,CLOROX COMPANY,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),CLX UN,981,430.47
2/1/2024,1/31/2024 0:00:00,"Thursday, February 1",NGT6144,METTLER-TOLEDO INTERNATIONAL,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),MTD UN,354,3591.57
2/22/2024,2/21/2024 0:00:00,"Thursday, February 22",NGT6144,OPEN TEXT CORP,CAD,S01,TSX Toronto Stock Exchange,CANADA,OTEX CT,52308,154.08
2/2/2024,2/1/2024 0:00:00,"Friday, February 2",NGT6144,NEC CORP,JPY,S01,TOKYO,JAPAN,6701 JT,6900,28749
2/15/2024,2/14/2024 0:00:00,"Thursday, February 15",NGT6144,FANUC CORP,JPY,S01,TOKYO,JAPAN,6954 JT,4500,11709
2/5/2024,2/2/2024 0:00:00,"Monday, February 5",NGT6144,LOGITECH INTERNATIONAL-REG,CHF,S01,SIX Swiss Exchange,SWITZERLAND,LOGN SE,5043,218.76
2/2/2024,2/1/2024 0:00:00,"Friday, February 2",NGT6144,NOMURA RESEARCH INSTITUTE LT,JPY,S01,TOKYO,JAPAN,4307 JT,14400,12675
2/5/2024,2/2/2024 0:00:00,"Monday, February 5",NGT6144,PRUDENTIAL FINANCIAL INC,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),PRU UN,4059,309.63
1/19/2024,1/18/2024 0:00:00,"Friday, January 19",NGT6144,PROGRESSIVE CORP,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),PGR UN,465,509.73
2/22/2024,2/21/2024 0:00:00,"Thursday, February 22",NGT6144,WW GRAINGER INC,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),GWW UN,3129,2823.12
2/27/2024,2/26/2024 0:00:00,"Tuesday, February 27",NGT6144,PNC FINANCIAL SERVICES GROUP,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),PNC UN,957,434.55
2/22/2024,2/21/2024 0:00:00,"Thursday, February 22",NGT6144,T ROWE PRICE GROUP INC,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),UNITED-STATES (U.S.A.),TROW UW,19530,327.99
2/12/2024,2/9/2024 0:00:00,"Monday, February 12",NGT6144,CHURCH & DWIGHT CO INC,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),CHD UN,8514,296.49
2/12/2024,2/9/2024 0:00:00,"Monday, February 12",NGT6144,CROWN CASTLE INC,USD,S62,N.Y.S.E.,UNITED-STATES (U.S.A.),CCI UN,3840,325.2
2/23/2024,2/22/2024 0:00:00,"Friday, February 23",NGT6144,IDEX CORP,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),IEX UN,294,705.39
2/27/2024,2/26/2024 0:00:00,"Tuesday, February 27",NGT6144,CAPITALAND ASCENDAS REIT,SGD,S62,SINGAPORE,SINGAPORE,CLAR SP,49200,8.43
2/22/2024,2/21/2024 0:00:00,"Thursday, February 22",NGT6144,COMPUTERSHARE LTD,AUD,S01,AUSTRALIAN S.E.,AUSTRALIA,CPU AT,30408,77.58
2/2/2024,2/1/2024 0:00:00,"Friday, February 2",NGT6144,PNC FINANCIAL SERVICES GROUP,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),PNC UN,2838,436.32
2/27/2024,2/26/2024 0:00:00,"Tuesday, February 27",NGT6144,CBRE GROUP INC - A,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),CBRE UN,1338,269.85
2/27/2024,2/26/2024 0:00:00,"Tuesday, February 27",NGT6144,IDEXX LABORATORIES INC,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),UNITED-STATES (U.S.A.),IDXX UW,231,1709.61
2/27/2024,2/26/2024 0:00:00,"Tuesday, February 27",NGT6144,CROWN CASTLE INC,USD,S62,N.Y.S.E.,UNITED-STATES (U.S.A.),CCI UN,1035,317.79
2/12/2024,2/9/2024 0:00:00,"Monday, February 12",NGT6144,DARLING INGREDIENTS INC,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),DAR UN,5274,124.74
2/27/2024,2/26/2024 0:00:00,"Tuesday, February 27",NGT6144,COCA-COLA EUROPACIFIC PARTNE,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),GREAT-BRITAIN,CCEP UW,1113,215.07
1/24/2024,1/23/2024 0:00:00,"Wednesday, January 24",NGT6144,ZURICH INSURANCE GROUP AG,CHF,S01,SIX Swiss Exchange,SWITZERLAND,ZURN SE,222,1316.7
2/22/2024,2/21/2024 0:00:00,"Thursday, February 22",NGT6144,COCHLEAR LTD,AUD,S01,AUSTRALIAN S.E.,AUSTRALIA,COH AT,7911,1023.21
2/12/2024,2/9/2024 0:00:00,"Monday, February 12",NGT6144,DAVITA INC,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),DVA UN,2751,329.58
2/22/2024,2/21/2024 0:00:00,"Thursday, February 22",NGT6144,TELENOR ASA,NOK,S01,OSLO,NORWAY,TEL NO,35775,347.7
2/27/2024,2/26/2024 0:00:00,"Tuesday, February 27",NGT6144,AEON CO LTD,JPY,S01,TOKYO,JAPAN,8267 JT,3000,11004
1/24/2024,1/23/2024 0:00:00,"Wednesday, January 24",NGT6144,SONOVA HOLDING AG-REG,CHF,S01,SIX Swiss Exchange,SWITZERLAND,SOON SE,384,827.4
1/30/2024,1/29/2024 0:00:00,"Tuesday, January 30",NGT6144,FORTUNE BRANDS INNOVATIONS I,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),FBIN UN,5457,240.18
2/1/2024,1/31/2024 0:00:00,"Thursday, February 1",NGT6144,NOKIA OYJ,EUR,S01,HELSINKI,FINLAND,NOKIA FH,112881,9.966
1/19/2024,1/18/2024 0:00:00,"Friday, January 19",NGT6144,GILEAD SCIENCES INC,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),UNITED-STATES (U.S.A.),GILD UW,846,259.2
2/27/2024,2/26/2024 0:00:00,"Tuesday, February 27",NGT6144,RAKUTEN GROUP INC,JPY,S01,TOKYO,JAPAN,4755 JT,11100,2364
2/23/2024,2/22/2024 0:00:00,"Friday, February 23",NGT6144,INTUIT INC,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),UNITED-STATES (U.S.A.),INTU UW,180,1973.76
2/12/2024,2/9/2024 0:00:00,"Monday, February 12",NGT6144,GILEAD SCIENCES INC,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),UNITED-STATES (U.S.A.),GILD UW,6912,221.01
2/23/2024,2/22/2024 0:00:00,"Friday, February 23",NGT6144,AUTODESK INC,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),UNITED-STATES (U.S.A.),ADSK UW,324,770.94
1/24/2024,1/23/2024 0:00:00,"Wednesday, January 24",NGT6144,AMERIPRISE FINANCIAL INC,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),AMP UN,561,1163.4
2/22/2024,2/21/2024 0:00:00,"Thursday, February 22",NGT6144,STERIS PLC,USD,S01,N.Y.S.E.,IRELAND,STE UN,14106,698.55
2/22/2024,2/21/2024 0:00:00,"Thursday, February 22",NGT6144,AXON ENTERPRISE INC,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),UNITED-STATES (U.S.A.),AXON UW,7308,791.19
2/22/2024,2/21/2024 0:00:00,"Thursday, February 22",NGT6144,RIVIAN AUTOMOTIVE INC-A,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),UNITED-STATES (U.S.A.),RIVN UW,41346,46.17
1/24/2024,1/24/2024 0:00:00,"Wednesday, January 24",NGT6144,MARSH & MCLENNAN COS,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),MMC UN,195900,2.13
2/23/2024,2/22/2024 0:00:00,"Friday, February 23",NGT6144,WATERS CORP,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),WAT UN,177,991.65
2/5/2024,2/5/2024 0:00:00,"Monday, February 5",NGT6144,ASML HOLDING NV,EUR,S01,EURONEXT AMSTERDAM,NETHERLANDS,ASML NA,82869,4.35
1/24/2024,1/23/2024 0:00:00,"Wednesday, January 24",NGT6144,SONOVA HOLDING AG-REG,CHF,S01,SIX Swiss Exchange,SWITZERLAND,SOON SE,384,827.4
2/12/2024,2/9/2024 0:00:00,"Monday, February 12",NGT6144,AUTO TRADER GROUP PLC,GBP,S01,SEATS LONDON,GREAT-BRITAIN,AUTO LN,25089,21.384
1/25/2024,1/24/2024 0:00:00,"Thursday, January 25",NGT6144,TEXAS INSTRUMENTS INC,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),UNITED-STATES (U.S.A.),TXN UW,5646,510.21
2/23/2024,2/22/2024 0:00:00,"Friday, February 23",NGT6144,AVERY DENNISON CORP,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),AVY UN,234,649.26
1/29/2024,1/29/2024 0:00:00,"Monday, January 29",NGT6144,CONAGRA BRANDS INC,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),CAG UN,470883,1.05
2/27/2024,2/26/2024 0:00:00,"Tuesday, February 27",NGT6144,COOPER COS INC/THE,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),UNITED-STATES (U.S.A.),COO UW,1833,283.5
2/9/2024,2/9/2024 0:00:00,"Friday, February 9",NGT6144,WW GRAINGER INC,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),GWW UN,21876,5.58
1/24/2024,1/23/2024 0:00:00,"Wednesday, January 24",NGT6144,FACTSET RESEARCH SYSTEMS INC,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),FDS UN,348,1412.73
1/29/2024,1/26/2024 0:00:00,"Monday, January 29",NGT6144,MARTIN MARIETTA MATERIALS,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),MLM UN,876,1504.8
2/22/2024,2/21/2024 0:00:00,"Thursday, February 22",NGT6144,AUTODESK INC,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),UNITED-STATES (U.S.A.),ADSK UW,18147,757.56
2/23/2024,2/22/2024 0:00:00,"Friday, February 23",NGT6144,TRANSURBAN GROUP,AUD,S01,AUSTRALIAN S.E.,AUSTRALIA,TCL AT,4737,39.93
2/27/2024,2/26/2024 0:00:00,"Tuesday, February 27",NGT6144,MTR CORP,HKD,S01,HONG KONG,HONG KONG,66 HK,21000,79.2
2/27/2024,2/26/2024 0:00:00,"Tuesday, February 27",NGT6144,HUNT (JB) TRANSPRT SVCS INC,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),UNITED-STATES (U.S.A.),JBHT UW,624,623.97
2/22/2024,2/21/2024 0:00:00,"Thursday, February 22",NGT6144,RELX PLC,GBP,S01,LSE SETS,GREAT-BRITAIN,REL LN,36891,103.02
2/1/2024,1/31/2024 0:00:00,"Thursday, February 1",NGT6144,UNITED RENTALS INC,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),URI UN,669,1876.2
2/22/2024,2/21/2024 0:00:00,"Thursday, February 22",NGT6144,PNC FINANCIAL SERVICES GROUP,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),PNC UN,22716,439.71
2/15/2024,2/14/2024 0:00:00,"Thursday, February 15",NGT6144,VERIZON COMMUNICATIONS INC,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),VZ UN,6999,120.45
2/27/2024,2/26/2024 0:00:00,"Tuesday, February 27",NGT6144,MARTIN MARIETTA MATERIALS,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),MLM UN,342,1659.93
2/27/2024,2/26/2024 0:00:00,"Tuesday, February 27",NGT6144,FISERV INC,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),FI UN,1113,452.88
2/22/2024,2/21/2024 0:00:00,"Thursday, February 22",NGT6144,BIOGEN INC,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),UNITED-STATES (U.S.A.),BIIB UW,6489,663.33
1/24/2024,1/23/2024 0:00:00,"Wednesday, January 24",NGT6144,GILEAD SCIENCES INC,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),UNITED-STATES (U.S.A.),GILD UW,2265,238.44
2/2/2024,2/1/2024 0:00:00,"Friday, February 2",NGT6144,NASDAQ INC,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),UNITED-STATES (U.S.A.),NDAQ UW,7485,171.27
2/27/2024,2/26/2024 0:00:00,"Tuesday, February 27",NGT6144,ILLUMINA INC,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),UNITED-STATES (U.S.A.),ILMN UW,627,410.91
2/22/2024,2/21/2024 0:00:00,"Thursday, February 22",NGT6144,ADMIRAL GROUP PLC,GBP,S01,LSE SETS,GREAT-BRITAIN,ADM LN,4926,77.28
1/24/2024,1/23/2024 0:00:00,"Wednesday, January 24",NGT6144,WOLTERS KLUWER,EUR,S01,EURONEXT AMSTERDAM,NETHERLANDS,WKL NA,432,411.6
2/1/2024,1/31/2024 0:00:00,"Thursday, February 1",NGT6144,LKQ CORP,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),UNITED-STATES (U.S.A.),LKQ UW,9081,140.01
2/1/2024,1/31/2024 0:00:00,"Thursday, February 1",NGT6144,TRANE TECHNOLOGIES PLC,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),TT UN,1701,756.15
1/24/2024,1/23/2024 0:00:00,"Wednesday, January 24",NGT6144,LABORATORY CRP OF AMER HLDGS,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),LH UN,537,680.07
2/12/2024,2/9/2024 0:00:00,"Monday, February 12",NGT6144,KDDI CORP,JPY,S01,TOKYO,JAPAN,9433 JT,3300,13401
2/27/2024,2/26/2024 0:00:00,"Tuesday, February 27",NGT6144,LIBERTY GLOBAL LTD-C,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),BERMUDA ISLANDS,LBTYK UW,3006,56.85
2/23/2024,2/22/2024 0:00:00,"Friday, February 23",NGT6144,HOME DEPOT INC,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),HD UN,309,1114.02
2/22/2024,2/22/2024 0:00:00,"Thursday, February 22",NGT6144,WELLTOWER INC,USD,S62,N.Y.S.E.,UNITED-STATES (U.S.A.),WELL UN,251910,1.83
1/24/2024,1/23/2024 0:00:00,"Wednesday, January 24",NGT6144,FINECOBANK SPA,EUR,S01,EURONEXT MILAN,ITALY,FBK IM,3447,40.98
1/30/2024,1/29/2024 0:00:00,"Tuesday, January 30",NGT6144,LAM RESEARCH CORP,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),UNITED-STATES (U.S.A.),LRCX UW,498,2537.4
2/27/2024,2/26/2024 0:00:00,"Tuesday, February 27",NGT6144,CBRE GROUP INC - A,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),CBRE UN,1338,269.85
2/15/2024,2/14/2024 0:00:00,"Thursday, February 15",NGT6144,BEIJER REF AB,SEK,S01,STOCKHOLM,SWEDEN,BEIJB SS,9813,437.7
1/24/2024,1/23/2024 0:00:00,"Wednesday, January 24",NGT6144,DEMANT A/S,DKK,S01,COPENHAGEN,DENMARK,DEMANT DC,1191,925.5
1/24/2024,1/23/2024 0:00:00,"Wednesday, January 24",NGT6144,TORONTO-DOMINION BANK,CAD,S01,TSX Toronto Stock Exchange,CANADA,TD CT,3483,244.71
2/22/2024,2/21/2024 0:00:00,"Thursday, February 22",NGT6144,AUTOMATIC DATA PROCESSING,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),UNITED-STATES (U.S.A.),ADP UW,16548,761.76
2/27/2024,2/26/2024 0:00:00,"Tuesday, February 27",NGT6144,NATIONAL BANK OF CANADA,CAD,S01,TSX Toronto Stock Exchange,CANADA,NA CT,1416,313.62
2/27/2024,2/26/2024 0:00:00,"Tuesday, February 27",NGT6144,GENERAL MILLS INC,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),GIS UN,2277,195
2/27/2024,2/26/2024 0:00:00,"Tuesday, February 27",NGT6144,LAM RESEARCH CORP,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),UNITED-STATES (U.S.A.),LRCX UW,396,2816.28
2/22/2024,2/21/2024 0:00:00,"Thursday, February 22",NGT6144,HOLOGIC INC,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),UNITED-STATES (U.S.A.),HOLX UW,34533,227.46
1/24/2024,1/23/2024 0:00:00,"Wednesday, January 24",NGT6144,TELUS CORP,CAD,S01,TSX Toronto Stock Exchange,CANADA,T CT,7896,74.19
2/27/2024,2/26/2024 0:00:00,"Tuesday, February 27",NGT6144,SEGRO PLC,GBP,S62,LSE SETS,GREAT-BRITAIN,SGRO LN,7002,25.902
2/23/2024,2/22/2024 0:00:00,"Friday, February 23",NGT6144,BLACKROCK INC,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),BLK UN,102,2440.32
2/27/2024,2/26/2024 0:00:00,"Tuesday, February 27",NGT6144,SOMPO HOLDINGS INC,JPY,S01,TOKYO,JAPAN,8630 JT,900,26100
2/22/2024,2/21/2024 0:00:00,"Thursday, February 22",NGT6144,BALL CORP,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),BALL UN,5130,185.01
2/12/2024,2/9/2024 0:00:00,"Monday, February 12",NGT6144,DSM-FIRMENICH AG,EUR,S01,EURONEXT AMSTERDAM,SWITZERLAND,DSFIR NA,2259,276.54
2/22/2024,2/21/2024 0:00:00,"Thursday, February 22",NGT6144,VAIL RESORTS INC,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),MTN UN,5709,690.78
2/5/2024,2/2/2024 0:00:00,"Monday, February 5",NGT6144,REPLIGEN CORP,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),UNITED-STATES (U.S.A.),RGEN UW,2250,588.51
2/22/2024,2/21/2024 0:00:00,"Thursday, February 22",NGT6144,MOLINA HEALTHCARE INC,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),MOH UN,3402,1197.09
2/5/2024,2/2/2024 0:00:00,"Monday, February 5",NGT6144,TRAVELERS COS INC/THE,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),TRV UN,2016,644.46
2/2/2024,2/1/2024 0:00:00,"Friday, February 2",NGT6144,ALLEGION PLC,USD,S01,N.Y.S.E.,IRELAND,ALLE UN,3468,381.69
1/24/2024,1/23/2024 0:00:00,"Wednesday, January 24",NGT6144,PNC FINANCIAL SERVICES GROUP,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),PNC UN,1311,449.73
2/19/2024,1/30/2024 0:00:00,"Monday, February 19",NGT6144,QIAGEN N.V.,EUR,S01,XETRA FRANKFURT,NETHERLANDS,,241177.89,126.09
2/12/2024,2/9/2024 0:00:00,"Monday, February 12",NGT6144,HANG LUNG PROPERTIES LTD,HKD,S01,HONG KONG,HONG KONG,101 HK,147000,24.96
2/22/2024,2/21/2024 0:00:00,"Thursday, February 22",NGT6144,GRACO INC,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),GGG UN,37224,266.01
2/15/2024,2/14/2024 0:00:00,"Thursday, February 15",NGT6144,INGERSOLL-RAND INC,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),IR UN,4332,259.47
2/22/2024,2/21/2024 0:00:00,"Thursday, February 22",NGT6144,DANAHER CORP,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),DHR UN,24144,751.95
2/27/2024,2/26/2024 0:00:00,"Tuesday, February 27",NGT6144,TRAVELERS COS INC/THE,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),TRV UN,900,660.24
2/22/2024,2/21/2024 0:00:00,"Thursday, February 22",NGT6144,TRACTOR SUPPLY COMPANY,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),UNITED-STATES (U.S.A.),TSCO UW,8685,706.14
1/24/2024,1/23/2024 0:00:00,"Wednesday, January 24",NGT6144,HOYA CORP,JPY,S01,TOKYO,JAPAN,7741 JT,1500,56520
2/15/2024,2/14/2024 0:00:00,"Thursday, February 15",NGT6144,MOODYS CORP,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),MCO UN,849,1099.44
1/24/2024,1/23/2024 0:00:00,"Wednesday, January 24",NGT6144,ANNALY CAPITAL MANAGEMENT IN,USD,S62,N.Y.S.E.,UNITED-STATES (U.S.A.),NLY UN,4764,58.14
1/24/2024,1/23/2024 0:00:00,"Wednesday, January 24",NGT6144,TESLA INC,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),UNITED-STATES (U.S.A.),TSLA UW,1551,627.42
2/22/2024,2/22/2024 0:00:00,"Thursday, February 22",NGT6144,HILTON WORLDWIDE HOLDINGS IN,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),HLT UN,127542,0.45
2/15/2024,2/14/2024 0:00:00,"Thursday, February 15",NGT6144,RECKITT BENCKISER GROUP PLC,GBP,S01,LSE SETS,GREAT-BRITAIN,RKT LN,1839,170.76
2/23/2024,2/22/2024 0:00:00,"Friday, February 23",NGT6144,IDEX CORP,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),IEX UN,294,705.39
2/23/2024,2/22/2024 0:00:00,"Friday, February 23",NGT6144,FASTENAL CO,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),UNITED-STATES (U.S.A.),FAST UW,996,216.18
2/1/2024,1/31/2024 0:00:00,"Thursday, February 1",NGT6144,TEXAS INSTRUMENTS INC,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),UNITED-STATES (U.S.A.),TXN UW,4182,480.36
